dataset_id,file_record_id,scan_record_id,quality_test,status,affected_point_count,details
EXP-TAIPAN-001,FILE-02R-098ce8926f037697,SCAN-02R-e3abafe2717105f3,energy_relation,pass,0,verified_global
EXP-TAIPAN-001,FILE-02R-098ce8926f037697,SCAN-02R-e3abafe2717105f3,format_identity,pass,0,FMT-02R-029bacfa64d8
EXP-TAIPAN-001,FILE-02R-098ce8926f037697,SCAN-02R-e3abafe2717105f3,header_parsing,pass,0,ordered raw records retained
EXP-TAIPAN-001,FILE-02R-098ce8926f037697,SCAN-02R-e3abafe2717105f3,lattice_parse,pass,0,LAT-02R-ae4c74e47a033f66
EXP-TAIPAN-001,FILE-02R-098ce8926f037697,SCAN-02R-e3abafe2717105f3,numeric_block_parsing,pass,0,one nonempty contiguous block
EXP-TAIPAN-001,FILE-02R-098ce8926f037697,SCAN-02R-e3abafe2717105f3,point_count_reconciliation,pass,0,14
EXP-TAIPAN-001,FILE-02R-098ce8926f037697,SCAN-02R-e3abafe2717105f3,raw_scan_ID_consistency,pass,0,filename compared with raw header scan ID
EXP-TAIPAN-001,FILE-02R-098ce8926f037697,SCAN-02R-e3abafe2717105f3,readability,pass,0,strict UTF-8 decoded
EXP-TAIPAN-001,FILE-02R-098ce8926f037697,SCAN-02R-e3abafe2717105f3,timestamp_validity,pass,0,header timestamps; timezone unrecorded
EXP-TAIPAN-001,FILE-02R-0b8a6d76433c9f95,SCAN-02R-22608464dd5aff80,UB_parse,pass,0,UB-02R-1d710a6baa059bbb
EXP-TAIPAN-001,FILE-02R-0b8a6d76433c9f95,SCAN-02R-22608464dd5aff80,all_declared_fields_preserved,pass,0,wide plus auxiliary exhaustive by declared index
EXP-TAIPAN-001,FILE-02R-0b8a6d76433c9f95,SCAN-02R-22608464dd5aff80,count_control_semantics,pass,0,time_controlled
EXP-TAIPAN-001,FILE-02R-0b8a6d76433c9f95,SCAN-02R-22608464dd5aff80,declared_actual_column_count,pass,0,57
EXP-TAIPAN-001,FILE-02R-0b8a6d76433c9f95,SCAN-02R-22608464dd5aff80,detector_monitor_time_numeric_validity,pass,0,finite Decimal tokens; no correction
EXP-TAIPAN-001,FILE-02R-0b8a6d76433c9f95,SCAN-02R-22608464dd5aff80,energy_relation,pass,0,verified_global
EXP-TAIPAN-001,FILE-02R-0b8a6d76433c9f95,SCAN-02R-22608464dd5aff80,format_identity,pass,0,FMT-02R-35f17153f38f
EXP-TAIPAN-001,FILE-02R-0b8a6d76433c9f95,SCAN-02R-22608464dd5aff80,header_parsing,pass,0,ordered raw records retained
EXP-TAIPAN-001,FILE-02R-0b8a6d76433c9f95,SCAN-02R-22608464dd5aff80,lattice_parse,pass,0,LAT-02R-ae4c74e47a033f66
EXP-TAIPAN-001,FILE-02R-0b8a6d76433c9f95,SCAN-02R-22608464dd5aff80,numeric_block_parsing,pass,0,one nonempty contiguous block
EXP-TAIPAN-001,FILE-02R-0b8a6d76433c9f95,SCAN-02R-22608464dd5aff80,point_count_reconciliation,pass,0,28
EXP-TAIPAN-001,FILE-02R-0b8a6d76433c9f95,SCAN-02R-22608464dd5aff80,raw_scan_ID_consistency,pass,0,filename compared with raw header scan ID
EXP-TAIPAN-001,FILE-02R-0b8a6d76433c9f95,SCAN-02R-22608464dd5aff80,readability,pass,0,strict UTF-8 decoded
EXP-TAIPAN-001,FILE-02R-0b8a6d76433c9f95,SCAN-02R-22608464dd5aff80,timestamp_validity,pass,0,header timestamps; timezone unrecorded
EXP-TAIPAN-001,FILE-02R-0c5324e654c50b30,SCAN-02R-7a0b878c4f9bf5c8,UB_parse,pass,0,UB-02R-c7cdba07fed2dfd7
EXP-TAIPAN-001,FILE-02R-0c5324e654c50b30,SCAN-02R-7a0b878c4f9bf5c8,all_declared_fields_preserved,pass,0,wide plus auxiliary exhaustive by declared index
EXP-TAIPAN-001,FILE-02R-0c5324e654c50b30,SCAN-02R-7a0b878c4f9bf5c8,count_control_semantics,pass,0,monitor_controlled
EXP-TAIPAN-001,FILE-02R-0c5324e654c50b30,SCAN-02R-7a0b878c4f9bf5c8,declared_actual_column_count,pass,0,59
EXP-TAIPAN-001,FILE-02R-0c5324e654c50b30,SCAN-02R-7a0b878c4f9bf5c8,detector_monitor_time_numeric_validity,pass,0,finite Decimal tokens; no correction
EXP-TAIPAN-001,FILE-02R-0c5324e654c50b30,SCAN-02R-7a0b878c4f9bf5c8,energy_relation,pass,0,verified_global
EXP-TAIPAN-001,FILE-02R-0c5324e654c50b30,SCAN-02R-7a0b878c4f9bf5c8,format_identity,pass,0,FMT-02R-06137a7de1ad
EXP-TAIPAN-001,FILE-02R-0c5324e654c50b30,SCAN-02R-7a0b878c4f9bf5c8,header_parsing,pass,0,ordered raw records retained
EXP-TAIPAN-001,FILE-02R-0c5324e654c50b30,SCAN-02R-7a0b878c4f9bf5c8,lattice_parse,pass,0,LAT-02R-517a9644e4f59287
EXP-TAIPAN-001,FILE-02R-0c5324e654c50b30,SCAN-02R-7a0b878c4f9bf5c8,numeric_block_parsing,pass,0,one nonempty contiguous block
EXP-TAIPAN-001,FILE-02R-0c5324e654c50b30,SCAN-02R-7a0b878c4f9bf5c8,point_count_reconciliation,pass,0,5
EXP-TAIPAN-001,FILE-02R-0c5324e654c50b30,SCAN-02R-7a0b878c4f9bf5c8,raw_scan_ID_consistency,pass,0,filename compared with raw header scan ID
EXP-TAIPAN-001,FILE-02R-0c5324e654c50b30,SCAN-02R-7a0b878c4f9bf5c8,readability,pass,0,strict UTF-8 decoded
EXP-TAIPAN-001,FILE-02R-0c5324e654c50b30,SCAN-02R-7a0b878c4f9bf5c8,timestamp_validity,pass,0,header timestamps; timezone unrecorded
EXP-TAIPAN-001,FILE-02R-0e4b375279b4dbff,SCAN-02R-7bf9711c804eecbc,UB_parse,pass,0,UB-02R-c7cdba07fed2dfd7
EXP-TAIPAN-001,FILE-02R-0e4b375279b4dbff,SCAN-02R-7bf9711c804eecbc,all_declared_fields_preserved,pass,0,wide plus auxiliary exhaustive by declared index
EXP-TAIPAN-001,FILE-02R-0e4b375279b4dbff,SCAN-02R-7bf9711c804eecbc,count_control_semantics,pass,0,time_controlled
EXP-TAIPAN-001,FILE-02R-0e4b375279b4dbff,SCAN-02R-7bf9711c804eecbc,declared_actual_column_count,pass,0,58
EXP-TAIPAN-001,FILE-02R-0e4b375279b4dbff,SCAN-02R-7bf9711c804eecbc,detector_monitor_time_numeric_validity,pass,0,finite Decimal tokens; no correction
EXP-TAIPAN-001,FILE-02R-0e4b375279b4dbff,SCAN-02R-7bf9711c804eecbc,energy_relation,pass,0,verified_global
EXP-TAIPAN-001,FILE-02R-0e4b375279b4dbff,SCAN-02R-7bf9711c804eecbc,format_identity,pass,0,FMT-02R-365d8346d6ba
EXP-TAIPAN-001,FILE-02R-0e4b375279b4dbff,SCAN-02R-7bf9711c804eecbc,header_parsing,pass,0,ordered raw records retained
EXP-TAIPAN-001,FILE-02R-0e4b375279b4dbff,SCAN-02R-7bf9711c804eecbc,lattice_parse,pass,0,LAT-02R-517a9644e4f59287
EXP-TAIPAN-001,FILE-02R-0e4b375279b4dbff,SCAN-02R-7bf9711c804eecbc,numeric_block_parsing,pass,0,one nonempty contiguous block
EXP-TAIPAN-001,FILE-02R-0e4b375279b4dbff,SCAN-02R-7bf9711c804eecbc,point_count_reconciliation,pass,0,21
EXP-TAIPAN-001,FILE-02R-0e4b375279b4dbff,SCAN-02R-7bf9711c804eecbc,raw_scan_ID_consistency,pass,0,filename compared with raw header scan ID
EXP-TAIPAN-001,FILE-02R-0e4b375279b4dbff,SCAN-02R-7bf9711c804eecbc,readability,pass,0,strict UTF-8 decoded
EXP-TAIPAN-001,FILE-02R-0e4b375279b4dbff,SCAN-02R-7bf9711c804eecbc,timestamp_validity,pass,0,header timestamps; timezone unrecorded
EXP-TAIPAN-001,FILE-02R-11dfd86ada18ae28,SCAN-02R-33c7ae4485edcd17,UB_parse,pass,0,UB-02R-1d710a6baa059bbb
EXP-TAIPAN-001,FILE-02R-11dfd86ada18ae28,SCAN-02R-33c7ae4485edcd17,all_declared_fields_preserved,pass,0,wide plus auxiliary exhaustive by declared index
EXP-TAIPAN-001,FILE-02R-11dfd86ada18ae28,SCAN-02R-33c7ae4485edcd17,count_control_semantics,pass,0,time_controlled
EXP-TAIPAN-001,FILE-02R-11dfd86ada18ae28,SCAN-02R-33c7ae4485edcd17,declared_actual_column_count,pass,0,58
EXP-TAIPAN-001,FILE-02R-11dfd86ada18ae28,SCAN-02R-33c7ae4485edcd17,detector_monitor_time_numeric_validity,pass,0,finite Decimal tokens; no correction
EXP-TAIPAN-001,FILE-02R-11dfd86ada18ae28,SCAN-02R-33c7ae4485edcd17,energy_relation,pass,0,verified_global
EXP-TAIPAN-001,FILE-02R-11dfd86ada18ae28,SCAN-02R-33c7ae4485edcd17,format_identity,pass,0,FMT-02R-00e53630cd36
EXP-TAIPAN-001,FILE-02R-11dfd86ada18ae28,SCAN-02R-33c7ae4485edcd17,header_parsing,pass,0,ordered raw records retained
EXP-TAIPAN-001,FILE-02R-11dfd86ada18ae28,SCAN-02R-33c7ae4485edcd17,lattice_parse,pass,0,LAT-02R-ae4c74e47a033f66
EXP-TAIPAN-001,FILE-02R-11dfd86ada18ae28,SCAN-02R-33c7ae4485edcd17,numeric_block_parsing,pass,0,one nonempty contiguous block
EXP-TAIPAN-001,FILE-02R-11dfd86ada18ae28,SCAN-02R-33c7ae4485edcd17,point_count_reconciliation,pass,0,51
EXP-TAIPAN-001,FILE-02R-11dfd86ada18ae28,SCAN-02R-33c7ae4485edcd17,raw_scan_ID_consistency,pass,0,filename compared with raw header scan ID
EXP-TAIPAN-001,FILE-02R-11dfd86ada18ae28,SCAN-02R-33c7ae4485edcd17,readability,pass,0,strict UTF-8 decoded
EXP-TAIPAN-001,FILE-02R-11dfd86ada18ae28,SCAN-02R-33c7ae4485edcd17,timestamp_validity,pass,0,header timestamps; timezone unrecorded
EXP-TAIPAN-001,FILE-02R-11e5fd16724f5c83,SCAN-02R-c676d8c64735e535,UB_parse,pass,0,UB-02R-c7cdba07fed2dfd7
EXP-TAIPAN-001,FILE-02R-11e5fd16724f5c83,SCAN-02R-c676d8c64735e535,all_declared_fields_preserved,pass,0,wide plus auxiliary exhaustive by declared index
EXP-TAIPAN-001,FILE-02R-11e5fd16724f5c83,SCAN-02R-c676d8c64735e535,count_control_semantics,pass,0,monitor_controlled
EXP-TAIPAN-001,FILE-02R-11e5fd16724f5c83,SCAN-02R-c676d8c64735e535,declared_actual_column_count,pass,0,59
EXP-TAIPAN-001,FILE-02R-11e5fd16724f5c83,SCAN-02R-c676d8c64735e535,detector_monitor_time_numeric_validity,pass,0,finite Decimal tokens; no correction
EXP-TAIPAN-001,FILE-02R-11e5fd16724f5c83,SCAN-02R-c676d8c64735e535,energy_relation,pass,0,verified_global
EXP-TAIPAN-001,FILE-02R-11e5fd16724f5c83,SCAN-02R-c676d8c64735e535,format_identity,pass,0,FMT-02R-06137a7de1ad
EXP-TAIPAN-001,FILE-02R-11e5fd16724f5c83,SCAN-02R-c676d8c64735e535,header_parsing,pass,0,ordered raw records retained
EXP-TAIPAN-001,FILE-02R-11e5fd16724f5c83,SCAN-02R-c676d8c64735e535,lattice_parse,pass,0,LAT-02R-517a9644e4f59287
EXP-TAIPAN-001,FILE-02R-11e5fd16724f5c83,SCAN-02R-c676d8c64735e535,numeric_block_parsing,pass,0,one nonempty contiguous block
EXP-TAIPAN-001,FILE-02R-11e5fd16724f5c83,SCAN-02R-c676d8c64735e535,point_count_reconciliation,pass,0,5
EXP-TAIPAN-001,FILE-02R-11e5fd16724f5c83,SCAN-02R-c676d8c64735e535,raw_scan_ID_consistency,pass,0,filename compared with raw header scan ID
EXP-TAIPAN-001,FILE-02R-11e5fd16724f5c83,SCAN-02R-c676d8c64735e535,readability,pass,0,strict UTF-8 decoded
EXP-TAIPAN-001,FILE-02R-11e5fd16724f5c83,SCAN-02R-c676d8c64735e535,timestamp_validity,pass,0,header timestamps; timezone unrecorded
EXP-TAIPAN-001,FILE-02R-155f77862ca36b4b,SCAN-02R-8dcd5041a8a4e044,UB_parse,pass,0,UB-02R-1d710a6baa059bbb
EXP-TAIPAN-001,FILE-02R-155f77862ca36b4b,SCAN-02R-8dcd5041a8a4e044,all_declared_fields_preserved,pass,0,wide plus auxiliary exhaustive by declared index
EXP-TAIPAN-001,FILE-02R-155f77862ca36b4b,SCAN-02R-8dcd5041a8a4e044,count_control_semantics,pass,0,monitor_controlled
EXP-TAIPAN-001,FILE-02R-155f77862ca36b4b,SCAN-02R-8dcd5041a8a4e044,declared_actual_column_count,pass,0,59
EXP-TAIPAN-001,FILE-02R-155f77862ca36b4b,SCAN-02R-8dcd5041a8a4e044,detector_monitor_time_numeric_validity,pass,0,finite Decimal tokens; no correction
EXP-TAIPAN-001,FILE-02R-155f77862ca36b4b,SCAN-02R-8dcd5041a8a4e044,energy_relation,pass,0,verified_global
EXP-TAIPAN-001,FILE-02R-155f77862ca36b4b,SCAN-02R-8dcd5041a8a4e044,format_identity,pass,0,FMT-02R-06137a7de1ad
EXP-TAIPAN-001,FILE-02R-155f77862ca36b4b,SCAN-02R-8dcd5041a8a4e044,header_parsing,pass,0,ordered raw records retained
EXP-TAIPAN-001,FILE-02R-155f77862ca36b4b,SCAN-02R-8dcd5041a8a4e044,lattice_parse,pass,0,LAT-02R-ae4c74e47a033f66
EXP-TAIPAN-001,FILE-02R-155f77862ca36b4b,SCAN-02R-8dcd5041a8a4e044,numeric_block_parsing,pass,0,one nonempty contiguous block
EXP-TAIPAN-001,FILE-02R-155f77862ca36b4b,SCAN-02R-8dcd5041a8a4e044,point_count_reconciliation,pass,0,25
EXP-TAIPAN-001,FILE-02R-155f77862ca36b4b,SCAN-02R-8dcd5041a8a4e044,raw_scan_ID_consistency,pass,0,filename compared with raw header scan ID
EXP-TAIPAN-001,FILE-02R-155f77862ca36b4b,SCAN-02R-8dcd5041a8a4e044,readability,pass,0,strict UTF-8 decoded
EXP-TAIPAN-001,FILE-02R-155f77862ca36b4b,SCAN-02R-8dcd5041a8a4e044,timestamp_validity,pass,0,header timestamps; timezone unrecorded
EXP-TAIPAN-001,FILE-02R-17224ccc44605cc6,SCAN-02R-598c5cedd335b846,UB_parse,pass,0,UB-02R-c7cdba07fed2dfd7
EXP-TAIPAN-001,FILE-02R-17224ccc44605cc6,SCAN-02R-598c5cedd335b846,all_declared_fields_preserved,pass,0,wide plus auxiliary exhaustive by declared index
EXP-TAIPAN-001,FILE-02R-17224ccc44605cc6,SCAN-02R-598c5cedd335b846,count_control_semantics,pass,0,monitor_controlled
EXP-TAIPAN-001,FILE-02R-17224ccc44605cc6,SCAN-02R-598c5cedd335b846,declared_actual_column_count,pass,0,59
EXP-TAIPAN-001,FILE-02R-17224ccc44605cc6,SCAN-02R-598c5cedd335b846,detector_monitor_time_numeric_validity,pass,0,finite Decimal tokens; no correction
EXP-TAIPAN-001,FILE-02R-17224ccc44605cc6,SCAN-02R-598c5cedd335b846,energy_relation,pass,0,verified_global
EXP-TAIPAN-001,FILE-02R-17224ccc44605cc6,SCAN-02R-598c5cedd335b846,format_identity,pass,0,FMT-02R-06137a7de1ad
EXP-TAIPAN-001,FILE-02R-17224ccc44605cc6,SCAN-02R-598c5cedd335b846,header_parsing,pass,0,ordered raw records retained
EXP-TAIPAN-001,FILE-02R-17224ccc44605cc6,SCAN-02R-598c5cedd335b846,lattice_parse,pass,0,LAT-02R-517a9644e4f59287
EXP-TAIPAN-001,FILE-02R-17224ccc44605cc6,SCAN-02R-598c5cedd335b846,numeric_block_parsing,pass,0,one nonempty contiguous block
EXP-TAIPAN-001,FILE-02R-17224ccc44605cc6,SCAN-02R-598c5cedd335b846,point_count_reconciliation,pass,0,13
EXP-TAIPAN-001,FILE-02R-17224ccc44605cc6,SCAN-02R-598c5cedd335b846,raw_scan_ID_consistency,pass,0,filename compared with raw header scan ID
EXP-TAIPAN-001,FILE-02R-17224ccc44605cc6,SCAN-02R-598c5cedd335b846,readability,pass,0,strict UTF-8 decoded
EXP-TAIPAN-001,FILE-02R-17224ccc44605cc6,SCAN-02R-598c5cedd335b846,timestamp_validity,pass,0,header timestamps; timezone unrecorded
EXP-TAIPAN-001,FILE-02R-18739ff9a41fff35,SCAN-02R-022f7aa0bc71f84f,UB_parse,pass,0,UB-02R-55ac4333b2057246
EXP-TAIPAN-001,FILE-02R-18739ff9a41fff35,SCAN-02R-022f7aa0bc71f84f,all_declared_fields_preserved,pass,0,wide plus auxiliary exhaustive by declared index
EXP-TAIPAN-001,FILE-02R-18739ff9a41fff35,SCAN-02R-022f7aa0bc71f84f,count_control_semantics,pass,0,time_controlled
EXP-TAIPAN-001,FILE-02R-18739ff9a41fff35,SCAN-02R-022f7aa0bc71f84f,declared_actual_column_count,pass,0,58
EXP-TAIPAN-001,FILE-02R-18739ff9a41fff35,SCAN-02R-022f7aa0bc71f84f,detector_monitor_time_numeric_validity,pass,0,finite Decimal tokens; no correction
EXP-TAIPAN-001,FILE-02R-18739ff9a41fff35,SCAN-02R-022f7aa0bc71f84f,energy_relation,pass,0,verified_global
EXP-TAIPAN-001,FILE-02R-18739ff9a41fff35,SCAN-02R-022f7aa0bc71f84f,format_identity,pass,0,FMT-02R-00e53630cd36
EXP-TAIPAN-001,FILE-02R-18739ff9a41fff35,SCAN-02R-022f7aa0bc71f84f,header_parsing,pass,0,ordered raw records retained
EXP-TAIPAN-001,FILE-02R-18739ff9a41fff35,SCAN-02R-022f7aa0bc71f84f,lattice_parse,pass,0,LAT-02R-ae4c74e47a033f66
EXP-TAIPAN-001,FILE-02R-18739ff9a41fff35,SCAN-02R-022f7aa0bc71f84f,numeric_block_parsing,pass,0,one nonempty contiguous block
EXP-TAIPAN-001,FILE-02R-18739ff9a41fff35,SCAN-02R-022f7aa0bc71f84f,point_count_reconciliation,pass,0,31
EXP-TAIPAN-001,FILE-02R-18739ff9a41fff35,SCAN-02R-022f7aa0bc71f84f,raw_scan_ID_consistency,pass,0,filename compared with raw header scan ID
EXP-TAIPAN-001,FILE-02R-18739ff9a41fff35,SCAN-02R-022f7aa0bc71f84f,readability,pass,0,strict UTF-8 decoded
EXP-TAIPAN-001,FILE-02R-18739ff9a41fff35,SCAN-02R-022f7aa0bc71f84f,timestamp_validity,pass,0,header timestamps; timezone unrecorded
EXP-TAIPAN-001,FILE-02R-1ac62a8e73779958,SCAN-02R-8ca6316615b8cbae,UB_parse,pass,0,UB-02R-1d710a6baa059bbb
EXP-TAIPAN-001,FILE-02R-1ac62a8e73779958,SCAN-02R-8ca6316615b8cbae,all_declared_fields_preserved,pass,0,wide plus auxiliary exhaustive by declared index
EXP-TAIPAN-001,FILE-02R-1ac62a8e73779958,SCAN-02R-8ca6316615b8cbae,count_control_semantics,pass,0,monitor_controlled
EXP-TAIPAN-001,FILE-02R-1ac62a8e73779958,SCAN-02R-8ca6316615b8cbae,declared_actual_column_count,pass,0,59
EXP-TAIPAN-001,FILE-02R-1ac62a8e73779958,SCAN-02R-8ca6316615b8cbae,detector_monitor_time_numeric_validity,pass,0,finite Decimal tokens; no correction
EXP-TAIPAN-001,FILE-02R-1ac62a8e73779958,SCAN-02R-8ca6316615b8cbae,energy_relation,pass,0,verified_global
EXP-TAIPAN-001,FILE-02R-1ac62a8e73779958,SCAN-02R-8ca6316615b8cbae,format_identity,pass,0,FMT-02R-06137a7de1ad
EXP-TAIPAN-001,FILE-02R-1ac62a8e73779958,SCAN-02R-8ca6316615b8cbae,header_parsing,pass,0,ordered raw records retained
EXP-TAIPAN-001,FILE-02R-1ac62a8e73779958,SCAN-02R-8ca6316615b8cbae,lattice_parse,pass,0,LAT-02R-ae4c74e47a033f66
EXP-TAIPAN-001,FILE-02R-1ac62a8e73779958,SCAN-02R-8ca6316615b8cbae,numeric_block_parsing,pass,0,one nonempty contiguous block
EXP-TAIPAN-001,FILE-02R-1ac62a8e73779958,SCAN-02R-8ca6316615b8cbae,point_count_reconciliation,pass,0,49
EXP-TAIPAN-001,FILE-02R-1ac62a8e73779958,SCAN-02R-8ca6316615b8cbae,raw_scan_ID_consistency,pass,0,filename compared with raw header scan ID
EXP-TAIPAN-001,FILE-02R-1ac62a8e73779958,SCAN-02R-8ca6316615b8cbae,readability,pass,0,strict UTF-8 decoded
EXP-TAIPAN-001,FILE-02R-1ac62a8e73779958,SCAN-02R-8ca6316615b8cbae,timestamp_validity,pass,0,header timestamps; timezone unrecorded
